order_date,product_id,product_category,quantity_sold
8/04/2023,2696343,Cosmetics,13
11/04/2023,2696343,Cosmetics,32
4/05/2023,2696343,Cosmetics,10
7/05/2023,2696343,Cosmetics,9
10/05/2023,2696343,Cosmetics,14
13/05/2023,2696343,Cosmetics,13
2/06/2023,2696343,Cosmetics,39
5/06/2023,2696343,Cosmetics,26
8/06/2023,2696343,Cosmetics,11
11/06/2023,2696343,Cosmetics,9
4/07/2023,2696343,Cosmetics,42
7/07/2023,2696343,Cosmetics,10
10/07/2023,2696343,Cosmetics,13
13/07/2023,2696343,Cosmetics,9
2/08/2023,2696343,Cosmetics,21
5/08/2023,2696343,Cosmetics,43
8/08/2023,2696343,Cosmetics,55
11/08/2023,2696343,Cosmetics,41
3/09/2023,2696343,Cosmetics,11
6/09/2023,2696343,Cosmetics,66
9/09/2023,2696343,Cosmetics,39
2/10/2023,2696343,Cosmetics,46
5/10/2023,2696343,Cosmetics,45
8/10/2023,2696343,Cosmetics,33
11/10/2023,2696343,Cosmetics,50
31/10/2023,2696343,Cosmetics,39
3/11/2023,2696343,Cosmetics,13
6/11/2023,2696343,Cosmetics,8
9/11/2023,2696343,Cosmetics,33
2/12/2023,2696343,Cosmetics,27
5/12/2023,2696343,Cosmetics,24
8/12/2023,2696343,Cosmetics,30
11/12/2023,2696343,Cosmetics,16
31/12/2023,2696343,Cosmetics,42
14/01/2023,2696522,Hayfever,37
17/01/2023,2696522,Hayfever,53
20/01/2023,2696522,Hayfever,53
23/01/2023,2696522,Hayfever,37
12/02/2023,2696522,Hayfever,29
15/02/2023,2696522,Hayfever,41
18/02/2023,2696522,Hayfever,38
21/02/2023,2696522,Hayfever,27
16/03/2023,2696522,Hayfever,43
19/03/2023,2696522,Hayfever,31
22/03/2023,2696522,Hayfever,40
14/04/2023,2696522,Hayfever,34
17/04/2023,2696522,Hayfever,32
20/04/2023,2696522,Hayfever,29
23/04/2023,2696522,Hayfever,31
13/05/2023,2696522,Hayfever,27
16/05/2023,2696522,Hayfever,34
19/05/2023,2696522,Hayfever,21
22/05/2023,2696522,Hayfever,28
14/06/2023,2696522,Hayfever,18
17/06/2023,2696522,Hayfever,15
20/06/2023,2696522,Hayfever,21
13/07/2023,2696522,Hayfever,26
16/07/2023,2696522,Hayfever,19
19/07/2023,2696522,Hayfever,38
22/07/2023,2696522,Hayfever,27
11/08/2023,2696522,Hayfever,34
14/08/2023,2696522,Hayfever,35
17/08/2023,2696522,Hayfever,45
20/08/2023,2696522,Hayfever,46
12/09/2023,2696522,Hayfever,52
15/09/2023,2696522,Hayfever,47
18/09/2023,2696522,Hayfever,47
21/09/2023,2696522,Hayfever,60
1/01/2023,2490971,Cold and Flu,24
4/01/2023,2490971,Cold and Flu,26
7/01/2023,2490971,Cold and Flu,21
27/01/2023,2490971,Cold and Flu,9
30/01/2023,2490971,Cold and Flu,15
2/02/2023,2490971,Cold and Flu,15
5/02/2023,2490971,Cold and Flu,13
28/02/2023,2490971,Cold and Flu,21
3/03/2023,2490971,Cold and Flu,13
6/03/2023,2490971,Cold and Flu,16
29/03/2023,2490971,Cold and Flu,32
1/04/2023,2490971,Cold and Flu,20
4/04/2023,2490971,Cold and Flu,17
7/04/2023,2490971,Cold and Flu,2
27/04/2023,2490971,Cold and Flu,28
30/04/2023,2490971,Cold and Flu,35
3/05/2023,2490971,Cold and Flu,38
6/05/2023,2490971,Cold and Flu,23
29/05/2023,2490971,Cold and Flu,42
1/06/2023,2490971,Cold and Flu,35
4/06/2023,2490971,Cold and Flu,30
7/06/2023,2490971,Cold and Flu,45
27/06/2023,2490971,Cold and Flu,31
30/06/2023,2490971,Cold and Flu,23
3/07/2023,2490971,Cold and Flu,50
6/07/2023,2490971,Cold and Flu,28
29/07/2023,2490971,Cold and Flu,14
1/08/2023,2490971,Cold and Flu,25
4/08/2023,2490971,Cold and Flu,16
27/08/2023,2490971,Cold and Flu,14
30/08/2023,2490971,Cold and Flu,20
2/09/2023,2490971,Cold and Flu,15
5/09/2023,2490971,Cold and Flu,14
25/09/2023,2490971,Cold and Flu,14
28/09/2023,2490971,Cold and Flu,10
1/10/2023,2490971,Cold and Flu,9
4/10/2023,2490971,Cold and Flu,15
27/10/2023,2490971,Cold and Flu,15
30/10/2023,2490971,Cold and Flu,18
2/11/2023,2490971,Cold and Flu,21
25/11/2023,2490971,Cold and Flu,28
28/11/2023,2490971,Cold and Flu,16
1/12/2023,2490971,Cold and Flu,14
4/12/2023,2490971,Cold and Flu,22
24/12/2023,2490971,Cold and Flu,8
27/12/2023,2490971,Cold and Flu,19
30/12/2023,2490971,Cold and Flu,20
2/01/2023,2609910,Hayfever,60
5/01/2023,2609910,Hayfever,74
8/01/2023,2609910,Hayfever,70
11/01/2023,2609910,Hayfever,52
3/02/2023,2609910,Hayfever,54
6/02/2023,2609910,Hayfever,62
9/02/2023,2609910,Hayfever,41
4/03/2023,2609910,Hayfever,36
7/03/2023,2609910,Hayfever,38
10/03/2023,2609910,Hayfever,45
13/03/2023,2609910,Hayfever,49
2/04/2023,2609910,Hayfever,58
5/04/2023,2609910,Hayfever,47
8/04/2023,2609910,Hayfever,32
11/04/2023,2609910,Hayfever,45
4/05/2023,2609910,Hayfever,43
7/05/2023,2609910,Hayfever,44
10/05/2023,2609910,Hayfever,40
13/05/2023,2609910,Hayfever,29
2/06/2023,2609910,Hayfever,21
5/06/2023,2609910,Hayfever,28
8/06/2023,2609910,Hayfever,48
11/06/2023,2609910,Hayfever,52
4/07/2023,2609910,Hayfever,37
7/07/2023,2609910,Hayfever,25
10/07/2023,2609910,Hayfever,21
2/08/2023,2609910,Hayfever,56
5/08/2023,2609910,Hayfever,36
8/08/2023,2609910,Hayfever,119
11/08/2023,2609910,Hayfever,53
31/08/2023,2609910,Hayfever,69
3/09/2023,2609910,Hayfever,38
6/09/2023,2609910,Hayfever,62
9/09/2023,2609910,Hayfever,36
2/10/2023,2609910,Hayfever,37
5/10/2023,2609910,Hayfever,31
8/10/2023,2609910,Hayfever,40
11/10/2023,2609910,Hayfever,36
31/10/2023,2609910,Hayfever,24
3/11/2023,2609910,Hayfever,14
6/11/2023,2609910,Hayfever,15
9/11/2023,2609910,Hayfever,10
29/11/2023,2609910,Hayfever,8
2/12/2023,2609910,Hayfever,10
5/12/2023,2609910,Hayfever,12
8/12/2023,2609910,Hayfever,7
31/12/2023,2609910,Hayfever,9
2/01/2023,2617798,Cold and Flu,4
5/01/2023,2617798,Cold and Flu,2
8/01/2023,2617798,Cold and Flu,5
11/01/2023,2617798,Cold and Flu,9
31/01/2023,2617798,Cold and Flu,4
6/02/2023,2617798,Cold and Flu,2
9/02/2023,2617798,Cold and Flu,2
4/03/2023,2617798,Cold and Flu,6
7/03/2023,2617798,Cold and Flu,17
10/03/2023,2617798,Cold and Flu,8
13/03/2023,2617798,Cold and Flu,6
2/04/2023,2617798,Cold and Flu,3
5/04/2023,2617798,Cold and Flu,1
8/04/2023,2617798,Cold and Flu,2
11/04/2023,2617798,Cold and Flu,2
4/05/2023,2617798,Cold and Flu,28
7/05/2023,2617798,Cold and Flu,30
10/05/2023,2617798,Cold and Flu,28
2/06/2023,2617798,Cold and Flu,10
5/06/2023,2617798,Cold and Flu,22
8/06/2023,2617798,Cold and Flu,6
11/06/2023,2617798,Cold and Flu,7
1/07/2023,2617798,Cold and Flu,9
4/07/2023,2617798,Cold and Flu,11
7/07/2023,2617798,Cold and Flu,7
10/07/2023,2617798,Cold and Flu,7
2/08/2023,2617798,Cold and Flu,18
5/08/2023,2617798,Cold and Flu,3
8/08/2023,2617798,Cold and Flu,5
31/08/2023,2617798,Cold and Flu,4
3/09/2023,2617798,Cold and Flu,5
6/09/2023,2617798,Cold and Flu,8
9/09/2023,2617798,Cold and Flu,11
29/09/2023,2617798,Cold and Flu,5
2/10/2023,2617798,Cold and Flu,2
5/10/2023,2617798,Cold and Flu,2
8/10/2023,2617798,Cold and Flu,4
31/10/2023,2617798,Cold and Flu,4
3/11/2023,2617798,Cold and Flu,2
6/11/2023,2617798,Cold and Flu,1
9/11/2023,2617798,Cold and Flu,2
29/11/2023,2617798,Cold and Flu,1
2/12/2023,2617798,Cold and Flu,2
5/12/2023,2617798,Cold and Flu,4
8/12/2023,2617798,Cold and Flu,4
31/12/2023,2617798,Cold and Flu,3
22/01/2023,2686282,Hair Care,14
25/01/2023,2686282,Hair Care,11
28/01/2023,2686282,Hair Care,14
31/01/2023,2686282,Hair Care,11
20/02/2023,2686282,Hair Care,16
23/02/2023,2686282,Hair Care,12
26/02/2023,2686282,Hair Care,19
1/03/2023,2686282,Hair Care,15
24/03/2023,2686282,Hair Care,6
27/03/2023,2686282,Hair Care,18
30/03/2023,2686282,Hair Care,11
2/04/2023,2686282,Hair Care,8
22/04/2023,2686282,Hair Care,11
25/04/2023,2686282,Hair Care,15
28/04/2023,2686282,Hair Care,11
1/05/2023,2686282,Hair Care,19
24/05/2023,2686282,Hair Care,92
27/05/2023,2686282,Hair Care,9
30/05/2023,2686282,Hair Care,18
22/06/2023,2686282,Hair Care,35
25/06/2023,2686282,Hair Care,26
28/06/2023,2686282,Hair Care,18
1/07/2023,2686282,Hair Care,31
21/07/2023,2686282,Hair Care,12
24/07/2023,2686282,Hair Care,12
27/07/2023,2686282,Hair Care,18
30/07/2023,2686282,Hair Care,11
22/08/2023,2686282,Hair Care,16
25/08/2023,2686282,Hair Care,8
28/08/2023,2686282,Hair Care,15
31/08/2023,2686282,Hair Care,13
20/09/2023,2686282,Hair Care,29
23/09/2023,2686282,Hair Care,34
26/09/2023,2686282,Hair Care,10
29/09/2023,2686282,Hair Care,8
22/10/2023,2686282,Hair Care,10
25/10/2023,2686282,Hair Care,16
28/10/2023,2686282,Hair Care,9
20/11/2023,2686282,Hair Care,5
23/11/2023,2686282,Hair Care,10
26/11/2023,2686282,Hair Care,28
29/11/2023,2686282,Hair Care,11
19/12/2023,2686282,Hair Care,17
22/12/2023,2686282,Hair Care,17
25/12/2023,2686282,Hair Care,13
28/12/2023,2686282,Hair Care,36
2/01/2023,2696343,Cosmetics,4
22/01/2023,2696343,Cosmetics,6
25/01/2023,2696343,Cosmetics,0
28/01/2023,2696343,Cosmetics,2
31/01/2023,2696343,Cosmetics,8
23/02/2023,2696343,Cosmetics,28
26/02/2023,2696343,Cosmetics,23
1/03/2023,2696343,Cosmetics,28
24/03/2023,2696343,Cosmetics,47
27/03/2023,2696343,Cosmetics,41
30/03/2023,2696343,Cosmetics,43
2/04/2023,2696343,Cosmetics,41
22/04/2023,2696343,Cosmetics,11
25/04/2023,2696343,Cosmetics,20
28/04/2023,2696343,Cosmetics,11
1/05/2023,2696343,Cosmetics,6
24/05/2023,2696343,Cosmetics,144
27/05/2023,2696343,Cosmetics,44
30/05/2023,2696343,Cosmetics,43
22/06/2023,2696343,Cosmetics,24
25/06/2023,2696343,Cosmetics,19
28/06/2023,2696343,Cosmetics,24
1/07/2023,2696343,Cosmetics,27
21/07/2023,2696343,Cosmetics,15
24/07/2023,2696343,Cosmetics,11
27/07/2023,2696343,Cosmetics,16
30/07/2023,2696343,Cosmetics,16
22/08/2023,2696343,Cosmetics,13
25/08/2023,2696343,Cosmetics,11
28/08/2023,2696343,Cosmetics,3
31/08/2023,2696343,Cosmetics,8
20/09/2023,2696343,Cosmetics,61
23/09/2023,2696343,Cosmetics,51
26/09/2023,2696343,Cosmetics,51
29/09/2023,2696343,Cosmetics,42
22/10/2023,2696343,Cosmetics,19
25/10/2023,2696343,Cosmetics,30
28/10/2023,2696343,Cosmetics,44
20/11/2023,2696343,Cosmetics,48
23/11/2023,2696343,Cosmetics,76
26/11/2023,2696343,Cosmetics,150
29/11/2023,2696343,Cosmetics,27
19/12/2023,2696343,Cosmetics,19
22/12/2023,2696343,Cosmetics,15
25/12/2023,2696343,Cosmetics,35
28/12/2023,2696343,Cosmetics,77
3/01/2023,2696522,Hayfever,52
26/01/2023,2696522,Hayfever,50
29/01/2023,2696522,Hayfever,59
1/02/2023,2696522,Hayfever,42
24/02/2023,2696522,Hayfever,32
27/02/2023,2696522,Hayfever,45
2/03/2023,2696522,Hayfever,30
5/03/2023,2696522,Hayfever,34
25/03/2023,2696522,Hayfever,26
28/03/2023,2696522,Hayfever,29
31/03/2023,2696522,Hayfever,44
3/04/2023,2696522,Hayfever,70
26/04/2023,2696522,Hayfever,34
29/04/2023,2696522,Hayfever,35
2/05/2023,2696522,Hayfever,26
25/05/2023,2696522,Hayfever,35
28/05/2023,2696522,Hayfever,33
31/05/2023,2696522,Hayfever,33
3/06/2023,2696522,Hayfever,22
23/06/2023,2696522,Hayfever,14
26/06/2023,2696522,Hayfever,34
29/06/2023,2696522,Hayfever,31
2/07/2023,2696522,Hayfever,27
6/01/2023,2490971,Cold and Flu,31
9/01/2023,2490971,Cold and Flu,20
12/01/2023,2490971,Cold and Flu,22
4/02/2023,2490971,Cold and Flu,16
7/02/2023,2490971,Cold and Flu,21
10/02/2023,2490971,Cold and Flu,11
13/02/2023,2490971,Cold and Flu,20
5/03/2023,2490971,Cold and Flu,16
8/03/2023,2490971,Cold and Flu,22
11/03/2023,2490971,Cold and Flu,13
14/03/2023,2490971,Cold and Flu,20
6/04/2023,2490971,Cold and Flu,6
9/04/2023,2490971,Cold and Flu,20
12/04/2023,2490971,Cold and Flu,36
15/04/2023,2490971,Cold and Flu,17
5/05/2023,2490971,Cold and Flu,10
8/05/2023,2490971,Cold and Flu,48
11/05/2023,2490971,Cold and Flu,24
14/05/2023,2490971,Cold and Flu,32
6/06/2023,2490971,Cold and Flu,29
9/06/2023,2490971,Cold and Flu,35
12/06/2023,2490971,Cold and Flu,25
5/07/2023,2490971,Cold and Flu,42
8/07/2023,2490971,Cold and Flu,19
11/07/2023,2490971,Cold and Flu,30
14/07/2023,2490971,Cold and Flu,22
3/08/2023,2490971,Cold and Flu,22
6/08/2023,2490971,Cold and Flu,23
9/08/2023,2490971,Cold and Flu,21
12/08/2023,2490971,Cold and Flu,22
4/09/2023,2490971,Cold and Flu,21
7/09/2023,2490971,Cold and Flu,20
10/09/2023,2490971,Cold and Flu,18
13/09/2023,2490971,Cold and Flu,27
3/10/2023,2490971,Cold and Flu,12
6/10/2023,2490971,Cold and Flu,8
9/10/2023,2490971,Cold and Flu,15
12/10/2023,2490971,Cold and Flu,18
4/11/2023,2490971,Cold and Flu,12
7/11/2023,2490971,Cold and Flu,16
10/11/2023,2490971,Cold and Flu,14
3/12/2023,2490971,Cold and Flu,18
6/12/2023,2490971,Cold and Flu,16
9/12/2023,2490971,Cold and Flu,17
12/12/2023,2490971,Cold and Flu,24
3/01/2023,2609910,Hayfever,70
26/01/2023,2609910,Hayfever,54
29/01/2023,2609910,Hayfever,74
1/02/2023,2609910,Hayfever,71
4/02/2023,2609910,Hayfever,57
24/02/2023,2609910,Hayfever,48
27/02/2023,2609910,Hayfever,73
2/03/2023,2609910,Hayfever,47
5/03/2023,2609910,Hayfever,35
28/03/2023,2609910,Hayfever,34
31/03/2023,2609910,Hayfever,37
3/04/2023,2609910,Hayfever,51
26/04/2023,2609910,Hayfever,50
29/04/2023,2609910,Hayfever,45
2/05/2023,2609910,Hayfever,54
5/05/2023,2609910,Hayfever,48
25/05/2023,2609910,Hayfever,46
28/05/2023,2609910,Hayfever,41
31/05/2023,2609910,Hayfever,36
3/06/2023,2609910,Hayfever,39
26/06/2023,2609910,Hayfever,30
29/06/2023,2609910,Hayfever,32
2/07/2023,2609910,Hayfever,42
5/07/2023,2609910,Hayfever,44
25/07/2023,2609910,Hayfever,35
28/07/2023,2609910,Hayfever,29
31/07/2023,2609910,Hayfever,47
3/08/2023,2609910,Hayfever,35
26/08/2023,2609910,Hayfever,46
29/08/2023,2609910,Hayfever,53
1/09/2023,2609910,Hayfever,46
24/09/2023,2609910,Hayfever,44
27/09/2023,2609910,Hayfever,58
30/09/2023,2609910,Hayfever,34
3/10/2023,2609910,Hayfever,38
23/10/2023,2609910,Hayfever,27
26/10/2023,2609910,Hayfever,32
29/10/2023,2609910,Hayfever,33
1/11/2023,2609910,Hayfever,31
24/11/2023,2609910,Hayfever,12
27/11/2023,2609910,Hayfever,16
30/11/2023,2609910,Hayfever,10
23/12/2023,2609910,Hayfever,4
26/12/2023,2609910,Hayfever,12
29/12/2023,2609910,Hayfever,7
3/01/2023,2617798,Cold and Flu,4
26/01/2023,2617798,Cold and Flu,7
1/02/2023,2617798,Cold and Flu,1
24/02/2023,2617798,Cold and Flu,7
27/02/2023,2617798,Cold and Flu,16
2/03/2023,2617798,Cold and Flu,25
5/03/2023,2617798,Cold and Flu,30
25/03/2023,2617798,Cold and Flu,1
28/03/2023,2617798,Cold and Flu,1
31/03/2023,2617798,Cold and Flu,1
3/04/2023,2617798,Cold and Flu,6
26/04/2023,2617798,Cold and Flu,14
29/04/2023,2617798,Cold and Flu,11
2/05/2023,2617798,Cold and Flu,20
25/05/2023,2617798,Cold and Flu,12
28/05/2023,2617798,Cold and Flu,26
31/05/2023,2617798,Cold and Flu,11
3/06/2023,2617798,Cold and Flu,17
23/06/2023,2617798,Cold and Flu,13
26/06/2023,2617798,Cold and Flu,13
29/06/2023,2617798,Cold and Flu,17
2/07/2023,2617798,Cold and Flu,10
25/07/2023,2617798,Cold and Flu,8
28/07/2023,2617798,Cold and Flu,10
31/07/2023,2617798,Cold and Flu,8
3/08/2023,2617798,Cold and Flu,8
23/08/2023,2617798,Cold and Flu,1
26/08/2023,2617798,Cold and Flu,4
29/08/2023,2617798,Cold and Flu,6
1/09/2023,2617798,Cold and Flu,4
24/09/2023,2617798,Cold and Flu,5
27/09/2023,2617798,Cold and Flu,3
30/09/2023,2617798,Cold and Flu,1
26/10/2023,2617798,Cold and Flu,10
29/10/2023,2617798,Cold and Flu,5
1/11/2023,2617798,Cold and Flu,8
21/11/2023,2617798,Cold and Flu,9
24/11/2023,2617798,Cold and Flu,49
27/11/2023,2617798,Cold and Flu,5
30/11/2023,2617798,Cold and Flu,4
26/12/2023,2617798,Cold and Flu,3
29/12/2023,2617798,Cold and Flu,2
14/01/2023,2686282,Hair Care,15
17/01/2023,2686282,Hair Care,15
20/01/2023,2686282,Hair Care,20
23/01/2023,2686282,Hair Care,14
15/02/2023,2686282,Hair Care,15
18/02/2023,2686282,Hair Care,9
21/02/2023,2686282,Hair Care,9
16/03/2023,2686282,Hair Care,12
19/03/2023,2686282,Hair Care,13
22/03/2023,2686282,Hair Care,18
25/03/2023,2686282,Hair Care,6
14/04/2023,2686282,Hair Care,7
17/04/2023,2686282,Hair Care,2
20/04/2023,2686282,Hair Care,10
23/04/2023,2686282,Hair Care,15
16/05/2023,2686282,Hair Care,45
19/05/2023,2686282,Hair Care,36
22/05/2023,2686282,Hair Care,63
25/05/2023,2686282,Hair Care,41
14/06/2023,2686282,Hair Care,10
17/06/2023,2686282,Hair Care,7
20/06/2023,2686282,Hair Care,7
23/06/2023,2686282,Hair Care,30
16/07/2023,2686282,Hair Care,12
19/07/2023,2686282,Hair Care,35
22/07/2023,2686282,Hair Care,16
14/08/2023,2686282,Hair Care,7
17/08/2023,2686282,Hair Care,8
20/08/2023,2686282,Hair Care,10
23/08/2023,2686282,Hair Care,17
12/09/2023,2686282,Hair Care,34
15/09/2023,2686282,Hair Care,24
18/09/2023,2686282,Hair Care,27
21/09/2023,2686282,Hair Care,26
14/10/2023,2686282,Hair Care,6
17/10/2023,2686282,Hair Care,13
20/10/2023,2686282,Hair Care,14
12/11/2023,2686282,Hair Care,16
15/11/2023,2686282,Hair Care,11
18/11/2023,2686282,Hair Care,6
21/11/2023,2686282,Hair Care,11
11/12/2023,2686282,Hair Care,15
14/12/2023,2686282,Hair Care,12
17/12/2023,2686282,Hair Care,8
20/12/2023,2686282,Hair Care,14
1/01/2023,2696343,Cosmetics,10
4/01/2023,2696343,Cosmetics,5
7/01/2023,2696343,Cosmetics,3
30/01/2023,2696343,Cosmetics,7
2/02/2023,2696343,Cosmetics,13
5/02/2023,2696343,Cosmetics,26
8/02/2023,2696343,Cosmetics,25
28/02/2023,2696343,Cosmetics,18
3/03/2023,2696343,Cosmetics,19
6/03/2023,2696343,Cosmetics,23
9/03/2023,2696343,Cosmetics,17
1/04/2023,2696343,Cosmetics,39
4/04/2023,2696343,Cosmetics,52
7/04/2023,2696343,Cosmetics,10
10/04/2023,2696343,Cosmetics,23
30/04/2023,2696343,Cosmetics,4
3/05/2023,2696343,Cosmetics,7
6/05/2023,2696343,Cosmetics,10
9/05/2023,2696343,Cosmetics,7
1/06/2023,2696343,Cosmetics,37
4/06/2023,2696343,Cosmetics,36
7/06/2023,2696343,Cosmetics,52
30/06/2023,2696343,Cosmetics,15
3/07/2023,2696343,Cosmetics,33
6/07/2023,2696343,Cosmetics,11
9/07/2023,2696343,Cosmetics,9
29/07/2023,2696343,Cosmetics,5
1/08/2023,2696343,Cosmetics,16
4/08/2023,2696343,Cosmetics,52
7/08/2023,2696343,Cosmetics,55
30/08/2023,2696343,Cosmetics,12
2/09/2023,2696343,Cosmetics,10
5/09/2023,2696343,Cosmetics,42
28/09/2023,2696343,Cosmetics,41
1/10/2023,2696343,Cosmetics,57
4/10/2023,2696343,Cosmetics,49
7/10/2023,2696343,Cosmetics,37
27/10/2023,2696343,Cosmetics,41
30/10/2023,2696343,Cosmetics,44
2/11/2023,2696343,Cosmetics,14
5/11/2023,2696343,Cosmetics,14
28/11/2023,2696343,Cosmetics,23
1/12/2023,2696343,Cosmetics,29
4/12/2023,2696343,Cosmetics,40
7/12/2023,2696343,Cosmetics,32
27/12/2023,2696343,Cosmetics,65
30/12/2023,2696343,Cosmetics,53
18/01/2023,2696522,Hayfever,39
21/01/2023,2696522,Hayfever,37
24/01/2023,2696522,Hayfever,53
16/02/2023,2696522,Hayfever,36
19/02/2023,2696522,Hayfever,33
22/02/2023,2696522,Hayfever,28
25/02/2023,2696522,Hayfever,46
17/03/2023,2696522,Hayfever,39
20/03/2023,2696522,Hayfever,24
23/03/2023,2696522,Hayfever,31
26/03/2023,2696522,Hayfever,43
18/04/2023,2696522,Hayfever,36
21/04/2023,2696522,Hayfever,24
24/04/2023,2696522,Hayfever,33
27/04/2023,2696522,Hayfever,38
17/05/2023,2696522,Hayfever,40
20/05/2023,2696522,Hayfever,21
23/05/2023,2696522,Hayfever,32
26/05/2023,2696522,Hayfever,27
18/06/2023,2696522,Hayfever,15
21/06/2023,2696522,Hayfever,20
24/06/2023,2696522,Hayfever,31
17/07/2023,2696522,Hayfever,23
20/07/2023,2696522,Hayfever,41
23/07/2023,2696522,Hayfever,34
26/07/2023,2696522,Hayfever,33
15/08/2023,2696522,Hayfever,37
18/08/2023,2696522,Hayfever,34
21/08/2023,2696522,Hayfever,40
24/08/2023,2696522,Hayfever,58
16/09/2023,2696522,Hayfever,40
2/01/2023,2490971,Cold and Flu,28
5/01/2023,2490971,Cold and Flu,33
8/01/2023,2490971,Cold and Flu,21
11/01/2023,2490971,Cold and Flu,31
31/01/2023,2490971,Cold and Flu,17
3/02/2023,2490971,Cold and Flu,9
6/02/2023,2490971,Cold and Flu,18
9/02/2023,2490971,Cold and Flu,8
4/03/2023,2490971,Cold and Flu,15
7/03/2023,2490971,Cold and Flu,27
10/03/2023,2490971,Cold and Flu,15
2/04/2023,2490971,Cold and Flu,16
5/04/2023,2490971,Cold and Flu,18
8/04/2023,2490971,Cold and Flu,14
11/04/2023,2490971,Cold and Flu,36
1/05/2023,2490971,Cold and Flu,24
4/05/2023,2490971,Cold and Flu,31
7/05/2023,2490971,Cold and Flu,29
10/05/2023,2490971,Cold and Flu,36
2/06/2023,2490971,Cold and Flu,30
5/06/2023,2490971,Cold and Flu,42
8/06/2023,2490971,Cold and Flu,28
1/07/2023,2490971,Cold and Flu,20
4/07/2023,2490971,Cold and Flu,33
7/07/2023,2490971,Cold and Flu,24
10/07/2023,2490971,Cold and Flu,41
30/07/2023,2490971,Cold and Flu,13
2/08/2023,2490971,Cold and Flu,28
5/08/2023,2490971,Cold and Flu,13
8/08/2023,2490971,Cold and Flu,23
31/08/2023,2490971,Cold and Flu,15
3/09/2023,2490971,Cold and Flu,16
6/09/2023,2490971,Cold and Flu,21
9/09/2023,2490971,Cold and Flu,16
29/09/2023,2490971,Cold and Flu,12
2/10/2023,2490971,Cold and Flu,13
5/10/2023,2490971,Cold and Flu,7
8/10/2023,2490971,Cold and Flu,14
31/10/2023,2490971,Cold and Flu,19
3/11/2023,2490971,Cold and Flu,16
6/11/2023,2490971,Cold and Flu,18
29/11/2023,2490971,Cold and Flu,22
2/12/2023,2490971,Cold and Flu,10
5/12/2023,2490971,Cold and Flu,14
8/12/2023,2490971,Cold and Flu,12
28/12/2023,2490971,Cold and Flu,29
31/12/2023,2490971,Cold and Flu,14
1/01/2023,2609910,Hayfever,64
4/01/2023,2609910,Hayfever,66
7/01/2023,2609910,Hayfever,53
30/01/2023,2609910,Hayfever,65
2/02/2023,2609910,Hayfever,71
5/02/2023,2609910,Hayfever,59
8/02/2023,2609910,Hayfever,61
28/02/2023,2609910,Hayfever,66
3/03/2023,2609910,Hayfever,34
6/03/2023,2609910,Hayfever,54
9/03/2023,2609910,Hayfever,47
1/04/2023,2609910,Hayfever,47
4/04/2023,2609910,Hayfever,39
7/04/2023,2609910,Hayfever,28
30/04/2023,2609910,Hayfever,49
3/05/2023,2609910,Hayfever,46
6/05/2023,2609910,Hayfever,37
9/05/2023,2609910,Hayfever,34
29/05/2023,2609910,Hayfever,39
1/06/2023,2609910,Hayfever,25
4/06/2023,2609910,Hayfever,28
7/06/2023,2609910,Hayfever,45
30/06/2023,2609910,Hayfever,27
3/07/2023,2609910,Hayfever,45
6/07/2023,2609910,Hayfever,31
29/07/2023,2609910,Hayfever,29
1/08/2023,2609910,Hayfever,54
4/08/2023,2609910,Hayfever,43
7/08/2023,2609910,Hayfever,206
27/08/2023,2609910,Hayfever,54
30/08/2023,2609910,Hayfever,48
2/09/2023,2609910,Hayfever,38
5/09/2023,2609910,Hayfever,56
28/09/2023,2609910,Hayfever,43
1/10/2023,2609910,Hayfever,56
4/10/2023,2609910,Hayfever,42
7/10/2023,2609910,Hayfever,31
27/10/2023,2609910,Hayfever,23
30/10/2023,2609910,Hayfever,38
2/11/2023,2609910,Hayfever,16
5/11/2023,2609910,Hayfever,10
28/11/2023,2609910,Hayfever,7
1/12/2023,2609910,Hayfever,5
4/12/2023,2609910,Hayfever,7
27/12/2023,2609910,Hayfever,6
30/12/2023,2609910,Hayfever,7
1/01/2023,2617798,Cold and Flu,5
4/01/2023,2617798,Cold and Flu,8
7/01/2023,2617798,Cold and Flu,2
30/01/2023,2617798,Cold and Flu,2
2/02/2023,2617798,Cold and Flu,4
5/02/2023,2617798,Cold and Flu,3
28/02/2023,2617798,Cold and Flu,45
3/03/2023,2617798,Cold and Flu,23
6/03/2023,2617798,Cold and Flu,13
9/03/2023,2617798,Cold and Flu,11
29/03/2023,2617798,Cold and Flu,6
4/04/2023,2617798,Cold and Flu,6
30/04/2023,2617798,Cold and Flu,28
3/05/2023,2617798,Cold and Flu,21
6/05/2023,2617798,Cold and Flu,17
29/05/2023,2617798,Cold and Flu,19
1/06/2023,2617798,Cold and Flu,11
4/06/2023,2617798,Cold and Flu,6
7/06/2023,2617798,Cold and Flu,16
27/06/2023,2617798,Cold and Flu,15
30/06/2023,2617798,Cold and Flu,18
3/07/2023,2617798,Cold and Flu,14
6/07/2023,2617798,Cold and Flu,4
29/07/2023,2617798,Cold and Flu,9
1/08/2023,2617798,Cold and Flu,8
4/08/2023,2617798,Cold and Flu,3
7/08/2023,2617798,Cold and Flu,5
27/08/2023,2617798,Cold and Flu,2
30/08/2023,2617798,Cold and Flu,3
2/09/2023,2617798,Cold and Flu,4
5/09/2023,2617798,Cold and Flu,3
